RAJ2000	DEJ2000	HR	Name	HD	VarID	Vmag	B-V	SpType
#Sagittarius
076.365417	-22.371111	1654	  2Eps Lep	 32887	 1826    	 3.19	 1.46	  K5III
082.061250	-20.759444	1829	  9Bet Lep	 36079	 2008    	 2.84	 0.82	  G5II
								
079.893750	-13.176667	1756	  6Lam Lep	 34816	         	 4.29	-0.26	  B0.5IV
078.232917	-16.205556	1702	  5Mu  Lep	 33904	Mu  Lep  	 3.31	-0.11	  B9IIIpHgMn
078.307917	-12.941389	1705	  4Kap Lep	 33949	         	 4.36	-0.10	  B9V
								
#Libra
238.45625	-16.729444	5908	46The Lib	142198	NA	4.15	1.02	G8.5IIIb
233.881667	-14.789444	5787	38Gam Lib	138905	NA	3.91	1.01	G8.5III
229.251667	-9.383056	5685	27Bet Lib	135742	7009	2.61	-0.11	B8V
222.719583	-16.041667	5531	9Alp2Lib	130841	6827	2.75	0.15	A3IV
226.0175	-25.281944	5603	20Sig Lib	133216	Sig Lib	3.29	1.7	M3-III
229.251667	-9.383056	5685	27Bet Lib	135742	7009	2.61	-0.11	B8V
226.0175	-25.281944	5603	20Sig Lib	133216	Sig Lib	3.29	1.7	M3-III
234.25625	-28.135	5794	39Ups Lib	139063	NA	3.58	1.38	K3III
234.664167	-29.777778	5812	40Tau Lib	139365	NA	3.66	-0.17	B2.5V
								
#Mensa
92.56	-74.753056	2261	Alp Men	43834	NA	5.09	0.72	G6V
82.970417	-76.341111	1953	Gam Men	37763	NA	5.19	1.13	K2III
73.796667	-74.936944	1629	Eta Men	32440	NA	5.47	1.52	K4III
75.679167	-71.314444	1677	Bet Men	33285	NA	5.31	1	G8III
								
#Microscopium
320.19	-40.809722	8151	The1Mic	203006	The1 Mic	4.82	0.02	ApCrEuSr
319.484583	-32.1725	8135	Eps Mic	202627	NA	4.71	0.06	A1V
315.322917	-32.257778	8039	Gam Mic	199951	NA	4.67	0.89	G6III
312.492083	-33.779722	7965	Alp Mic	198232	13329	4.9	1	G7III
								
#Monoceros
98.225833	7.333056	2385	13    Mon	46300	NA	4.5	0	A0Ib
95.942083	4.592778	2298	8Eps Mon	44769	NA	4.44	0.18	A5IV
101.965	2.412222	2506	18    Mon	49293	NA	4.47	1.11	K0+IIIaBa0.2
107.96625	-0.492778	2714	22Del Mon	55185	NA	4.15	-0.01	A2V
97.204167	-7.032778	2356	11Bet Mon	45725	2977	4.6	-0.1	B3Ve
93.71375	-6.274722	2227	5Gam Mon	43232	NA	3.98	1.32	K1.5IIIBa0.3
97.204167	-7.032778	2356	11Bet Mon	45725	2977	4.6	-0.1	B3Ve
107.96625	-0.492778	2714	22Del Mon	55185	NA	4.15	-0.01	A2V
115.311667	-9.551111	2970	26Alp Mon	61935	NA	3.93	1.02	K0III
122.148333	-2.983889	3188	29Zet Mon	67594	NA	4.34	0.97	G2Ib
								
#Musca
191.570417	-68.108056	4844	Bet Mus	110879	NA	3.05	-0.18	B2.5V
189.295833	-69.135556	4798	Alp Mus	109668	Alp Mus	2.69	-0.2	B2IV-V
195.5675	-71.548889	4923	Del Mus	112985	NA	3.62	1.18	K2III
189.295833	-69.135556	4798	Alp Mus	109668	Alp Mus	2.69	-0.2	B2IV-V
188.116667	-72.133056	4773	Gam Mus	109026	NA	3.87	-0.15	B5V
189.295833	-69.135556	4798	Alp Mus	109668	Alp Mus	2.69	-0.2	B2IV-V
184.392083	-67.960833	4671	Eps Mus	106849	Eps Mus	4.11	1.58	M5III
176.401667	-66.728611	4520	Lam Mus	102249	NA	3.64	0.16	A7III
								
#Eridanus
76.9625	-5.086389	1666	67Bet Eri	33111	1841	2.79	0.13	A3III
73.22375	-5.452778	1560	61Ome Eri	31109	NA	4.39	0.25	F4III+A6III
71.375417	-3.254722	1520	57Mu  Eri	30211	NA	4.02	-0.15	B5IV
69.079583	-3.3525	1463	48Nu  Eri	29248	Nu  Eri	3.93	-0.21	B2III
62.96625	-6.8375	1298	38Omi1Eri	26574	Omi1 Eri	4.04	0.33	F2II-III
59.5075	-13.508611	1231	34Gam Eri	25025	Gam Eri	2.95	1.59	M0.5IIICa-1Cr-1
55.812083	-9.763333	1136	23Del Eri	23249	Del Eri	3.54	0.92	K0+IV
53.2325	-9.458333	1084	18Eps Eri	22049	NA	3.73	0.88	K2V
44.107083	-8.898056	874	3Eta Eri	18322	988	3.89	1.11	K1-IIIbBa0.2:
41.030833	-13.858611	811	89Pi  Cet	17081	NA	4.25	-0.14	B7V
41.275833	-18.5725	818	1Tau1Eri	17206	NA	4.47	0.48	F6V
45.597917	-23.624444	919	11Tau3Eri	18978	NA	4.09	0.16	A4IV
49.879167	-21.757778	1003	16Tau4Eri	20720	Tau4 Eri	3.69	1.62	M3.5IIIaCa-1
53.447083	-21.632778	1088	19Tau5Eri	22203	NA	4.27	-0.11	B8V+B8V
56.712083	-23.249722	1173	27Tau6Eri	23754	NA	4.23	0.42	F3III
58.4275	-24.6125	1213	33Tau8Eri	24587	Tau8 Eri	4.65	-0.13	B6V
59.98125	-24.016389	1240	36Tau9Eri	25267	Tau9 Eri	4.66	-0.13	B6V+B9.5V
68.8875	-30.562222	1464	52Ups2Eri	29291	NA	3.82	0.98	G8IIIa
66.009167	-34.016944	1393	43    Eri	28028	NA	3.96	1.49	K4III
64.47375	-33.798333	1347	41Ups4Eri	27376	Var	3.56	-0.12	B9V
57.36375	-36.200278	1195	NA	24160	NA	4.17	0.95	G9II-III
57.149583	-37.620556	1190	NA	24072	1359	4.73	-0.03	B9V
54.27375	-40.274722	1106	NA	22663	NA	4.58	1.04	K1III
49.982083	-43.069722	1008	NA	20794	NA	4.27	0.71	G8V
44.567917	-40.304444	898	The2Eri	18623	1002	4.35	0.08	A1V
40.166667	-39.855556	794	Iot Eri	16815	NA	4.11	1.02	K0III
39.95	-42.891667	789	NA	16754	NA	4.75	0.06	A2V
36.74625	-47.703889	721	Kap Eri	15371	NA	4.25	-0.14	B5IV
34.1275	-51.512222	674	Phi Eri	14228	NA	3.56	-0.12	B8V-IV
28.989583	-51.608889	566	Chi Eri	11937	671	3.7	0.85	G8IIIbCNIV
24.42875	-57.236667	472	Alp Eri	10144	Var	0.46	-0.16	B3Vpe
								
#Hydra
132.108333	5.837778	3492	13Rho Hya	75137	NA	4.36	-0.04	A0Vn
131.694167	6.418889	3482	11Eps Hya	74874	Eps Hya	3.38	0.68	G5III
129.414167	5.703611	3410	4Del Hya	73262	NA	4.16	0	A1Vnn
129.689167	3.341389	3418	5Sig Hya	73471	NA	4.44	1.21	K1+III
130.80625	3.398611	3454	7Eta Hya	74280	Eta Hya	4.3	-0.2	B3V
132.108333	5.837778	3492	13Rho Hya	75137	NA	4.36	-0.04	A0Vn
133.848333	5.945556	3547	16Zet Hya	76294	NA	3.11	1	G9II-III
138.59125	2.314167	3665	22The Hya	79469	4425	3.88	-0.06	B9.5V
144.964167	-1.142778	3845	35Iot Hya	83618	4568	3.91	1.32	K2.5III-IIIbBa0.3
141.896667	-8.658611	3748	30Alp Hya	81797	4496	1.98	1.44	K3II-III
147.869583	-14.846667	3903	39Ups1Hya	85444	NA	4.12	0.92	G7-III
152.647083	-12.354167	3994	41Lam Hya	88284	NA	3.61	1.01	K0IIICN1
156.5225	-16.836389	4094	42Mu  Hya	90432	NA	3.81	1.48	K4.5III
162.40625	-16.193611	4232	Nu  Hya	93813	NA	3.11	1.25	K2III
173.250417	-31.857778	4450	Xi  Hya	100407	NA	3.54	0.94	G7III
178.2275	-33.908056	4552	Bet Hya	103192	Bet Hya	4.28	-0.1	B9IIIpSi
199.730417	-23.171667	5020	46Gam Hya	115659	6180	3	0.92	G8-IIIa
211.592917	-26.6825	5287	49Pi  Hya	123123	NA	3.27	1.12	K2-III-IIIbFe-0.5
								
#Capricornus
304.51375	-12.544722	7754	6Alp2Cap	192947	NA	3.57	0.94	G8IIIb
305.252917	-14.781389	7776	9Bet Cap	193495	NA	3.08	0.79	F8V+A0
306.830000	-18.211667	7814	 10Pi  Cap	194636	         	 5.25	-0.07	  B8II-III
311.52375	-25.270833	7936	16Psi Cap	197692	NA	4.14	0.43	F4V
312.955417	-26.919167	7980	18Ome Cap	198542	13351	4.11	1.64	M0-III-IIIbBa0.2
321.666667	-22.411389	8204	34Zet Cap	204075	NA	3.74	1	G4Ib
324.270000	-19.466111	8260	39Eps Cap	205637	Eps Cap  	 4.68	-0.17	  B2.5Vpe
326.76	-16.127222	8322	49Del Cap	207098	Del Cap	2.87	0.29	Am
325.022917	-16.662222	8278	40Gam Cap	206088	NA	3.68	0.32	F0p
320.561667	-16.834444	8167	32Iot Cap	203387	NA	4.28	0.9	G7IIIFe-1.5
316.486667	-17.232778	8075	23The Cap	200761	NA	4.07	-0.01	A1V
305.252917	-14.781389	7776	9Bet Cap	193495	NA	3.08	0.79	F8V+A0
								
326.760000	-16.127222	8322	 49Del Cap	207098	Del Cap  	 2.87	 0.29	  Am
328.324167	-13.551667	8351	 51Mu  Cap	207958	         	 5.08	 0.37	  F1III
								
#Pisces
18.437083	24.583611	360	85Phi Psc	7318	NA	4.65	1.04	K0III
19.866667	27.264167	383	90Ups Psc	7964	NA	4.76	0.03	A3V
17.915	30.089722	352	83Tau Psc	7106	NA	4.51	1.09	K0.5IIIb
18.437083	24.583611	360	85Phi Psc	7318	NA	4.65	1.04	K0III
22.870833	15.345833	437	99Eta Psc	9270	532	3.62	0.97	G7IIIa
26.348333	9.157778	510	110Omi Psc	10761	615	4.26	0.96	G8III
30.511667	2.763611	596	113Alp Psc	12447	705	4.33	0.03	A0pSiSr
25.357917	5.4875	489	106Nu  Psc	10380	NA	4.44	1.36	K3IIIbBa0.1
15.735833	7.89	294	71Eps Psc	6186	NA	4.28	0.96	K0III
12.170833	7.585	224	63Del Psc	4656	NA	4.43	1.5	K4IIIb
359.827917	6.863333	9072	28Ome Psc	224617	14793	4.01	0.42	F4IV
354.9875	5.626389	8969	17Iot Psc	222368	14657	4.13	0.51	F7V
351.992083	6.378889	8916	10The Psc	220954	NA	4.28	1.07	K1III
350.085833	5.381389	8878	7    Psc	220009	NA	5.05	1.2	K2III
349.29125	3.282222	8852	6Gam Psc	219615	NA	3.69	0.92	G9-III:Fe-2
351.733333	1.255556	8911	8Kap Psc	220825	Kap Psc	4.94	0.03	A0pCrSi:Sr:
355.511667	1.78	8984	18Lam Psc	222603	NA	4.5	0.2	A7V
356.597917	3.486667	9004	19    Psc	223075	TX Psc	5.04	2.6	C5II
354.9875	5.626389	8969	17Iot Psc	222368	14657	4.13	0.51	F7V
								
#Pictor
102.0475	-61.941389	2550	Alp Pic	50241	NA	3.27	0.21	A7IV
87.457083	-56.166667	2042	Gam Pic	39523	NA	4.51	1.1	K1III
86.82125	-51.066389	2020	Bet Pic	39060	NA	3.85	0.17	A5V
								
#Pisces Austrinus
344.412917	-29.622222	8728	24Alp PsA	216956	14372	1.16	0.09	A3V
340.164167	-27.043611	8628	18Eps PsA	214748	14270	4.17	-0.11	B8V
333.578333	-27.766944	8478	16Lam PsA	210934	NA	5.43	-0.16	B8III
330.209167	-28.453611	8386	12Eta PsA	209014	13993	5.42	-0.09	B8V
326.934167	-30.898333	8326	10The PsA	207155	NA	5.01	0.04	A2V
326.236667	-33.025833	8305	9Iot PsA	206742	NA	4.34	-0.05	A0V
332.095833	-32.988611	8431	14Mu  PsA	210049	NA	4.5	0.05	A2V
337.87625	-32.346111	8576	17Bet PsA	213398	NA	4.29	0.01	A0V
343.131667	-32.875556	8695	22Gam PsA	216336	14338	4.46	-0.04	A0III*
343.987083	-32.539722	8720	23Del PsA	216763	NA	4.21	0.97	G8III
344.412917	-29.622222	8728	24Alp PsA	216956	14372	1.16	0.09	A3V
								
#Pegasus
332.496667	33.178333	8454	29Pi 2Peg	210459	NA	4.29	0.46	F5III
340.750417	30.221389	8650	44Eta Peg	215182	14285	2.94	0.86	G2II-III+F0V
345.94375	28.082778	8775	53Bet Peg	217906	Bet Peg	2.42	1.67	M2.5II-III
2.097083	29.090556	15	21Alp And	358	Alp And	2.06	-0.11	B8IVpMnHg
345.94375	28.082778	8775	53Bet Peg	217906	Bet Peg	2.42	1.67	M2.5II-III
346.190417	15.205278	8781	54Alp Peg	218045	14417	2.49	-0.04	B9V
3.309167	15.183611	39	88Gam Peg	886	Gam Peg	2.83	-0.23	B2IV
2.097083	29.090556	15	21Alp And	358	Alp And	2.06	-0.11	B8IVpMnHg
3.309167	15.183611	39	88Gam Peg	886	Gam Peg	2.83	-0.23	B2IV
346.190417	15.205278	8781	54Alp Peg	218045	14417	2.49	-0.04	B9V
340.365417	10.831389	8634	42Zet Peg	214923	NA	3.4	-0.09	B8V
332.55	6.197778	8450	26The Peg	210418	14057	3.53	0.08	A2Vp
326.046667	9.875	8308	8Eps Peg	206778	Eps Peg	2.39	1.53	K2Ib
								
#Lacerta
333.9925	37.748889	8498	1    Lac	211388	NA	4.13	1.46	K3-II-III
333.469583	39.715	8485	NA	211073	14076	4.49	1.39	K3III
337.622083	43.123333	8579	6    Lac	213420	NA	4.51	-0.09	B2IV
340.12875	44.276389	8632	11    Lac	214868	NA	4.46	1.33	K2+III-IIIb
337.622083	43.123333	8579	6    Lac	213420	NA	4.51	-0.09	B2IV
335.256667	46.536667	8523	2    Lac	212120	14130	4.57	-0.1	B6V
337.622083	43.123333	8579	6    Lac	213420	NA	4.51	-0.09	B2IV
337.3825	47.706944	8572	5    Lac	213310	14177	4.36	1.68	M0II+B8V
336.129167	49.476389	8541	4    Lac	212593	NA	4.57	0.09	B9Iab
335.89	52.229167	8538	3Bet Lac	212496	NA	4.43	1.02	G8.5IIIbCa1
337.822917	50.2825	8585	7Alp Lac	213558	NA	3.77	0.01	A1V
337.3825	47.706944	8572	5    Lac	213310	14177	4.36	1.68	M0II+B8V
								
#Hercules
255.0725	30.926389	6324	58Eps Her	153808	NA	3.92	-0.01	A0V
258.761667	36.809167	6418	67Pi  Her	156283	8431	3.16	1.44	K3IIab
269.063333	37.250556	6695	91The Her	163770	9890	3.86	1.35	K1IIaCN+2
264.86625	46.006389	6588	85Iot Her	160762	Iot Her	3.8	-0.18	B3IV
269.063333	37.250556	6695	91The Her	163770	9890	3.86	1.35	K1IIaCN+2
258.761667	36.809167	6418	67Pi  Her	156283	8431	3.16	1.44	K3IIab
250.724167	38.922222	6220	44Eta Her	150997	7934	3.53	0.92	G7.5IIIbFe-1
248.525833	42.436944	6168	35Sig Her	149630	7837	4.2	-0.01	B9V
244.935	46.313333	6092	22Tau Her	147394	7641	3.89	-0.15	B5IV
248.525833	42.436944	6168	35Sig Her	149630	7837	4.2	-0.01	B9V
250.724167	38.922222	6220	44Eta Her	150997	7934	3.53	0.92	G7.5IIIbFe-1
250.321667	31.603056	6212	40Zet Her	150680	7915	2.81	0.65	G0IV
247.555	21.489722	6148	27Bet Her	148856	7778	2.77	0.94	G7IIIa
250.321667	31.603056	6212	40Zet Her	150680	7915	2.81	0.65	G0IV
255.0725	30.926389	6324	58Eps Her	153808	NA	3.92	-0.01	A0V
258.757917	24.839167	6410	65Del Her	156164	8419	3.14	0.08	A3IV
258.662083	+14.390278	6406	 64Alp1Her	156014	Alp Her  	 3.48	 1.44	  M5Ib-II
266.614583	27.720556	6623	86Mu  Her	161797	NA	3.42	0.75	G5IV
269.44125	29.247778	6703	92Xi  Her	163993	9927	3.7	0.94	G8+III
271.885833	28.7625	6779	103Omi Her	166014	Omi Her	3.83	-0.03	B9.5V
								
#Draco
268.382083	56.872778	6688	32Xi  Dra	163588	NA	3.75	1.18	K2-III
269.151667	51.488889	6705	33Gam Dra	164058	NA	2.23	1.52	K5III
262.608333	52.301389	6536	23Bet Dra	159181	NA	2.79	0.98	G2Ib-IIa
263.044167	55.184167	6554	24Nu 1Dra	159541	9163	4.88	0.26	A6V
268.382083	56.872778	6688	32Xi  Dra	163588	NA	3.75	1.18	K2-III
288.13875	67.661667	7310	57Del Dra	180711	NA	3.07	1	G9III
297.043333	70.267778	7582	63Eps Dra	188119	12465	3.83	0.89	G7IIIbCN-2
275.264167	72.732778	6927	44Chi Dra	170153	10749	3.57	0.49	F7V
265.484583	72.148889	6636	31Psi1Dra	162003	NA	4.58	0.42	F5IV-V
257.196667	65.714722	6396	22Zet Dra	155763	NA	3.17	-0.12	B6III
245.997917	61.514167	6132	14Eta Dra	148387	7713	2.74	0.91	G8-IIIab
240.472083	58.565278	5986	13The Dra	144284	NA	4.01	0.52	F8IV
231.2325	58.966111	5744	12Iot Dra	137759	7077	3.29	1.16	K2III
211.097083	64.375833	5291	11Alp Dra	123299	6546	3.65	-0.05	A0III
188.370833	69.788333	4787	5Kap Dra	109387	Kap Dra	3.87	-0.13	B6IIIpe
172.850833	69.331111	4434	1Lam Dra	100029	5231	3.84	1.62	M0IIICa-1
144.271667	81.326389	3751	NA	81817	NA	4.29	1.48	K3IIIa
								
#Ophiuchus
263.73375	12.56	6556	55Alp Oph	159561	9189	2.08	0.15	A5III
254.417083	9.375	6299	27Kap Oph	153210	Kap Oph	3.2	1.15	K2III
247.728333	1.983889	6149	10Lam Oph	148857	7784	3.82	0.01	A0V+A4V
243.58625	-3.694444	6056	1Del Oph	146051	7556	2.74	1.58	M0.5III
244.580417	-4.6925	6075	2Eps Oph	146791	NA	3.24	0.96	G9.5IIIbFe-0.5
249.289583	-10.567222	6175	13Zet Oph	149757	Zet Oph	2.56	0.02	O9.5Vn
257.594583	-15.724722	6378	35Eta Oph	155125	NA	2.43	0.06	A2V
265.868333	4.567222	6603	60Bet Oph	161096	NA	2.77	1.16	K2III
263.73375	12.56	6556	55Alp Oph	159561	9189	2.08	0.15	A5III
								
257.594583	-15.724722	6378	35Eta Oph	155125	NA	2.43	0.06	A2V
260.502500	-24.999444	6453	 42The Oph	157056	The Oph  	 3.27	-0.22	  B2IV
261.838750	-29.866944	6492	 45    Oph	157919	         	 4.29	 0.40	  F5IVDel Sct*
								
249.289583	-10.567222	6175	13Zet Oph	149757	Zet Oph	2.56	0.02	O9.5Vn
247.784583	-16.612778	6147	  8Phi Oph	148786	         	 4.28	 0.92	  G8+IIIa
246.396667	-23.447222	6112	  5Rho Oph	147933	         	 5.02	 0.24	  B2IV
								
249.289583	-10.567222	6175	13Zet Oph	149757	Zet Oph	2.56	0.02	O9.5Vn
254.417083	9.375	6299	27Kap Oph	153210	Kap Oph	3.2	1.15	K2III
								
265.868333	4.567222	6603	60Bet Oph	161096	NA	2.77	1.16	K2III
266.973333	 +2.707222	6629	 62Gam Oph	161868	         	 3.75	 0.04	  A0Vnp
269.756667	 -9.773611	6698	 64Nu  Oph	163917	         	 3.34	 0.99	  K0IIIaCN-1
								
#Serpens
260.207083	-12.846944	6446	53Nu  Ser	156928	NA	4.33	0.03	A2V
264.396667	-15.398611	6561	55Xi  Ser	159876	9270	3.54	0.26	F0IVDel Sct
265.35375	-12.875278	6581	56Omi Ser	160613	Omi Ser	4.26	0.08	A2V
275.3275	-2.898889	6869	58Eta Ser	168723	10675	3.26	0.94	K0III-IV
284.060833	4.201944	7142	63The2Ser	175639	NA	4.98	0.2	A5Vn
								
236.547083	15.421944	5867	28Bet Ser	141003	NA	3.67	0.06	A2IV
237.185	18.141667	5879	35Kap Ser	141477	7269	4.09	1.62	M0.5IIIab
239.113333	15.661667	5933	41Gam Ser	142860	7350	3.85	0.48	F6V
236.547083	15.421944	5867	28Bet Ser	141003	NA	3.67	0.06	A2IV
233.700417	10.5375	5788	13Del Ser	138917	NA	3.8	0.26	F0IV
236.067083	6.425556	5854	24Alp Ser	140573	NA	2.65	1.17	K2IIIbCN1
237.704167	4.477778	5892	37Eps Ser	141795	NA	3.71	0.15	A2Vm
237.405	-3.430278	5881	32Mu  Ser	141513	NA	3.53	-0.04	A0V
260.207083	-12.846944	6446	53Nu  Ser	156928	NA	4.33	0.03	A2V
								
#Orion
85.189583	-1.942778	1948	50Zet Ori	37742	2553	2.05	-0.21	O9.7Ib
86.939167	-9.669722	2004	53Kap Ori	38771	2641	2.06	-0.17	B0.5Ia
78.634583	-8.201667	1713	19Bet Ori	34085	1882	0.12	-0.03	B8Ia:
83.001667	-0.299167	1852	34Del Ori	36486	Del Ori	2.23	-0.22	O9.5II
81.282917	6.349722	1790	24Gam Ori	35468	1972	1.64	-0.22	B2III
83.784583	9.934167	1879	39Lam Ori	36861	2240	3.54	-0.18	O8III((f))
88.792917	7.406944	2061	58Alp Ori	39801	Alp Ori	0.5	1.85	M1-2Ia-Iab
90.595833	9.6475	2124	61Mu  Ori	40932	2792	4.12	0.16	A2V
92.985	14.208889	2199	70Xi  Ori	42560	NA	4.48	-0.18	B3IV
91.892917	14.768333	2159	67Nu  Ori	41753	NA	4.42	-0.17	B3V
88.595417	20.276111	2047	54Chi1Ori	39587	NA	4.41	0.59	G0V
90.98	20.138333	2135	62Chi2Ori	41117	2809	4.63	0.28	B2Ia
92.985	14.208889	2199	70Xi  Ori	42560	NA	4.48	-0.18	B3IV
90.595833	9.6475	2124	61Mu  Ori	40932	2792	4.12	0.16	A2V
88.792917	7.406944	2061	58Alp Ori	39801	Alp Ori	0.5	1.85	M1-2Ia-Iab
85.189583	-1.942778	1948	50Zet Ori	37742	2553	2.05	-0.21	O9.7Ib
84.053333	-1.201944	1903	46Eps Ori	37128	Eps Ori	1.7	-0.19	B0Ia
83.001667	-0.299167	1852	34Del Ori	36486	Del Ori	2.23	-0.22	O9.5II
81.282917	6.349722	1790	24Gam Ori	35468	1972	1.64	-0.22	B2III
72.46	6.961389	1543	1Pi 3Ori	30652	1731	3.19	0.45	F6V
72.801667	5.605	1552	3Pi 4Ori	30836	1742	3.69	-0.17	B2III+B2IV
73.562917	2.440556	1567	8Pi 5Ori	31237	Pi5 Ori	3.72	-0.18	B3III+B0V
74.637083	1.714167	1601	10Pi 6Ori	31767	1786	4.47	1.4	K2-II
73.562917	2.440556	1567	8Pi 5Ori	31237	Pi5 Ori	3.72	-0.18	B3III+B0V
72.801667	5.605	1552	3Pi 4Ori	30836	1742	3.69	-0.17	B2III+B2IV
72.46	6.961389	1543	1Pi 3Ori	30652	1731	3.19	0.45	F6V
72.652917	8.900278	1544	2Pi 2Ori	30739	NA	4.36	0.01	A1Vn
74.092917	13.514444	1580	9Omi2Ori	31421	NA	4.07	1.15	K2-IIIFe-1
76.142083	15.404167	1638	11    Ori	32549	V1032 Ori	4.68	-0.06	A0pSi
77.425	15.597222	1676	15    Ori	33276	NA	4.82	0.32	F2IV
								
#Pyxis
130.025833	-35.308333	3438	Bet Pyx	74006	NA	3.97	0.94	G7Ib-II
130.897917	-33.186389	3468	Alp Pyx	74575	4220	3.68	-0.18	B1.5III
132.632917	-27.71	3518	Gam Pyx	75691	NA	4.01	1.27	K3-III
								
#Puppis
112.3075	-43.301389	2878	Sig Pup	59717	NA	3.25	1.51	K5III
120.89625	-40.003333	3165	Zet Pup	66811	NA	2.25	-0.26	O5f
121.885833	-24.304167	3185	15Rho Pup	67523	Rho Pup	2.81	0.43	F6IIpDel Del
117.32375	-24.859722	3045	7Xi  Pup	63700	NA	3.34	1.24	G6Iab-Ib
114.705417	-26.801667	2948	NA	61555	3673	4.5	-0.17	B6V
113.845	-28.369444	2922	NA	60863	NA	4.64	-0.11	B8V
109.285833	-37.0975	2773	Pi  Pup	56855	3515	2.7	1.62	K3Ib
99.440417	-43.196111	2451	Nu  Pup	47670	3062	3.17	-0.11	B8III
102.484167	-50.614722	2553	Tau Pup	50310	NA	2.93	1.2	K1III
#Carina
138.3	-69.717222	3685	Bet Car	80007	NA	1.68	0	A2IV
153.434167	-70.038056	4037	Ome Car	89080	NA	3.32	-0.08	B8III
160.739167	-64.394444	4199	The Car	93030	NA	2.76	-0.22	B0Vp
158.005833	-61.685278	4140	          	 91465	PP Car   	 3.32	-0.09	  B4Vne
154.270833	-61.332222	4050	NA	89388	V337 Car	3.4	1.54	K3IIa
139.2725	-59.275278	3699	Iot Car	80404	4444	2.25	0.18	A8Ib
125.628333	-59.509722	3307	Eps Car	71129	4058	1.86	1.28	K3III+B2:V
119.194583	-52.982222	3117	Chi Car	65575	Chi Car	3.47	-0.18	B3IVp
95.987917	-52.695833	2326	Alp Car	45348	NA	-0.72	0.15	F0II
								
#Vela
122.372083	-47.345833	3206	Gam1Vel	68243	3930	4.27	-0.23	B1IV
131.175833	-54.708333	3485	Del Vel	74956	NA	1.96	0.04	A1V
140.528333	-55.010833	3734	Kap Vel	81188	NA	2.5	-0.18	B2IV-V
149.215833	-54.567778	3940	Phi Vel	86440	NA	3.54	-0.08	B5Ib
161.6925	-49.42	4216	Mu  Vel	93497	NA	2.69	0.9	G5III+G2V
159.325417	-48.225833	4167	NA	92139	NA	3.84	0.3	F4IV+F3
153.684167	-42.121944	4023	NA	88955	NA	3.85	0.05	A2V
142.675	-40.466667	3786	Psi Vel	82434	4513	3.6	0.36	F3IV+F0IV
136.999167	-43.4325	3634	Lam Vel	78647	Lam Vel	2.21	1.66	K4.5Ib-II
131.1	-42.649167	3477	NA	74772	NA	4.07	0.87	G5III
129.41125	-42.989167	3426	NA	73634	NA	4.14	0.11	A6II
122.372083	-47.345833	3206	Gam1Vel	68243	3930	4.27	-0.23	B1IV
								
#Argo Navis connections
119.194583	-52.982222	3117	Chi Car	65575	Chi Car	3.47	-0.18	B3IVp
112.3075	-43.301389	2878	Sig Pup	59717	NA	3.25	1.51	K5III
								
131.175833	-54.708333	3485	Del Vel	74956	NA	1.96	0.04	A1V
139.2725	-59.275278	3699	Iot Car	80404	4444	2.25	0.18	A8Ib
								
122.372083	-47.345833	3206	Gam1Vel	68243	3930	4.27	-0.23	B1IV
120.89625	-40.003333	3165	Zet Pup	66811	NA	2.25	-0.26	O5f
								
#Crater
179.00375	-17.150833	4567	30Eta Crt	103632	5392	5.18	-0.02	A0V
176.190833	-18.350833	4514	27Zet Crt	102070	NA	4.73	0.97	G8IIIa
171.220417	-17.683889	4405	15Gam Crt	99211	NA	4.08	0.21	A5V
167.914583	-22.825833	4343	11Bet Crt	97277	NA	4.48	0.03	A2III
164.94375	-18.298889	4287	7Alp Crt	95272	NA	4.08	1.09	K0+III
169.835417	-14.778611	4382	12Del Crt	98430	NA	3.56	1.12	G8III-IV
171.220417	-17.683889	4405	15Gam Crt	99211	NA	4.08	0.21	A5V
169.835417	-14.778611	4382	12Del Crt	98430	NA	3.56	1.12	G8III-IV
171.1525	-10.859444	4402	14Eps Crt	99167	NA	4.83	1.56	K5III
174.170417	-9.802222	4468	21The Crt	100889	NA	4.7	-0.08	B9.5Vn
								
#Aquarius
311.919167	 -9.495833	7950	  2Eps Aqr	198001	         	 3.77	 0.00	  A1V
313.163333	 -8.983333	7990	  6Mu  Aqr	198743	         	 4.73	 0.32	  A3m
322.889583	-5.571111	8232	22Bet Aqr	204867	NA	2.91	0.83	G0Ib
331.445833	-0.319722	8414	34Alp Aqr	209750	NA	2.96	0.98	G2Ib
336.319167	 +1.377500	8539	 52Pi  Aqr	212571	Pi  Aqr  	 4.66	-0.03	  B1Ve
337.207083	 -0.020278	8558	 55Zet1Aqr	213051	         	 4.59	     	  F6IV
335.414167	 -1.387222	8518	 48Gam Aqr	212061	14132    	 3.84	-0.05	  A0V
331.445833	-0.319722	8414	34Alp Aqr	209750	NA	2.96	0.98	G2Ib
334.208333	-7.783333	8499	43The Aqr	211391	NA	4.16	0.98	G8III-IV
335.049583	 -7.821111	8512	 46Rho Aqr	211838	         	 5.37	-0.06	  B8IIIpMn:Hg:
343.15375	-7.579722	8698	73Lam Aqr	216386	Lam Aqr	3.74	1.64	M2.5IIIaFe-1
348.580833	-6.048889	8834	90Phi Aqr	219215	NA	4.22	1.56	M1.5III
349.212083	 -7.726667	8850	 92Chi Aqr	219576	Chi Aqr  	 5.06	 1.60	  M3III
