RAJ2000	DEJ2000	tag
96.37083	19.75306	MW1
83.04167	12.46528	MW1
93.0875	18.08806	MW1
89.2	15.98833	MW1
96.325	19.70972	MW1
103.43333	22.92	MW1
93.10417	17.99111	MW1
93.23333	18.04556	MW1
93.225	17.98944	MW1
98.30833	20.53056	MW1
93.15417	17.95	MW1
90.85	16.71694	MW1
82.35	11.86722	MW1
82.86667	12.155	MW1
93.28333	17.97833	MW1
93.22083	17.925	MW1
93.49583	18.02722	MW1
93.07917	17.80778	MW1
96.15	19.35861	MW1
93.36667	17.92417	MW1
93.27083	17.84167	MW1
93.35	17.88083	MW1
93.4375	17.92	MW1
93.35417	17.87778	MW1
85.7625	13.70417	MW1
93.44583	17.91028	MW1
93.46667	17.89667	MW1
91.3	16.68417	MW1
77.40833	8.57306	MW1
94.84583	18.53694	MW1
113.7125	26.53056	MW1
92.85417	17.43944	MW1
93.6	17.745	MW1
93.59583	17.72	MW1
122.11667	28.95417	MW1
93.625	17.7125	MW1
92.22917	16.91083	MW1
93.64167	17.64167	MW1
92.65	16.97111	MW1
92.3375	16.7175	MW1
92.60833	16.83694	MW1
91.27083	16.11111	MW1
83.94583	11.96667	MW1
92.61667	16.72194	MW1
94.80833	17.75167	MW1
91.6625	15.95417	MW1
92.85	16.55222	MW1
96.04167	18.025	MW1
91.08333	15.41389	MW1
92.93333	16.37111	MW1
94.8875	17.37917	MW1
93.52917	16.62472	MW1
93.52083	16.42861	MW1
90.60417	14.84861	MW1
93.775	16.45	MW1
96.38333	17.72	MW1
93.24167	16.08861	MW1
93.375	16.07722	MW1
85.04167	11.45694	MW1
93.23333	15.93972	MW1
93.27917	15.94361	MW1
90	14.13389	MW1
93.4	15.96111	MW1
100.13333	19.31139	MW1
91.09583	14.57389	MW1
71.52083	2.93	MW1
93.25833	15.60361	MW1
91.25417	14.53111	MW1
133.97917	30.15833	MW1
93.05417	15.42861	MW1
91.40417	14.53528	MW1
101.09583	19.40333	MW1
91.29583	14.42306	MW1
107.12917	21.98667	MW1
93.3375	15.39889	MW1
93.31667	15.375	MW1
93.23333	15.29028	MW1
83.79167	10.03111	MW1
96.02917	16.73667	MW1
93.30417	15.33694	MW1
93.00417	15.15889	MW1
93.02917	15.15111	MW1
83.79583	9.9	MW1
83.79583	9.9	MW1
119.57083	26.255	MW1
80.92917	8.16667	MW1
83.84167	9.88417	MW1
97.12917	16.92667	MW1
98.78333	17.74722	MW1
104.2625	20.25333	MW1
93.42083	14.99639	MW1
77.675	5.89056	MW1
94.7	15.49194	MW1
94.225	15.175	MW1
97.33333	16.7575	MW1
92.9125	14.47444	MW1
92.7375	14.3825	MW1
95.16667	15.63944	MW1
93.56667	14.805	MW1
95.44583	15.73972	MW1
91.50417	13.665	MW1
92.13333	13.96917	MW1
110.45	22.49722	MW1
92.4875	14.12333	MW1
94.69167	15.28083	MW1
94.9	15.35583	MW1
92.74167	14.15833	MW1
106.025	20.57	MW1
92.24583	13.87611	MW1
94.86667	15.23278	MW1
92.01667	13.73194	MW1
94.66667	15.08583	MW1
94.35	14.91389	MW1
92.87083	14.08583	MW1
80.57083	7.11667	MW1
98.05	16.68333	MW1
94.55417	14.9	MW1
95.45	15.34361	MW1
94.22917	14.69611	MW1
96.49583	15.85222	MW1
92.63333	13.8	MW1
153.5	31.5	MW1
94.27083	14.63056	MW1
93.925	14.43306	MW1
75.275	3.71722	MW1
93.89583	14.28528	MW1
94.91667	14.79944	MW1
93.12917	13.85472	MW1
93.97083	14.26778	MW1
93.00417	13.66	MW1
92.20417	13.16056	MW1
93.625	13.84806	MW1
98.00833	16.095	MW1
93.65417	13.82833	MW1
113.61667	22.8275	MW1
95.29167	14.6025	MW1
63.17083	-4.145	MW1
95.57917	14.71222	MW1
95.55417	14.67778	MW1
141.27917	29.92833	MW1
92.55417	13.00194	MW1
81.77083	6.91944	MW1
94.75833	14.14806	MW1
92.4625	12.79556	MW1
100.29167	16.78333	MW1
103.13333	18.09333	MW1
92.55	12.81278	MW1
95.96667	14.50722	MW1
95.98333	14.50778	MW1
93.10417	13.00722	MW1
86.125	9.15028	MW1
86.125	9.14944	MW1
96.34167	14.58306	MW1
97.20833	14.92083	MW1
92.70833	12.54583	MW1
103.80833	17.99028	MW1
92.47083	12.33389	MW1
93.425	12.80194	MW1
111.98333	21.43333	MW1
81.79583	6.26667	MW1
95.95833	14.08611	MW1
86.04167	8.68333	MW1
93.7	12.87333	MW1
121.025	24.53333	MW1
93.81667	12.79833	MW1
92.55833	12.10611	MW1
95.04167	13.33	MW1
86.69167	8.75861	MW1
81.10833	5.47	MW1
96.35	13.86639	MW1
79.375	4.40806	MW1
97.32917	14.23556	MW1
93.7375	12.35083	MW1
92.8375	11.86083	MW1
96.41667	13.60333	MW1
103.26667	16.92917	MW1
90.74167	10.45278	MW1
87.15	8.39306	MW1
115.23333	21.81028	MW1
114.6	21.56889	MW1
114.2125	21.16556	MW1
114.7375	21.08806	MW1
69.44583	-2.66167	MW1
115.40833	21.11444	MW1
96.80417	12.62278	MW1
87.14583	7.38333	MW1
96.86667	12.61528	MW1
96.9125	12.54417	MW1
113.32917	20.0675	MW1
96.625	12.36778	MW1
96.99167	12.42722	MW1
97.1125	12.45056	MW1
97.35417	12.55083	MW1
94.65	11.11667	MW1
97.47917	12.54167	MW1
115.3125	20.5825	MW1
93.25	10.28111	MW1
79.15417	2.21028	MW1
98.15833	12.55528	MW1
100	13.29944	MW1
82.24583	3.65	MW1
89.61667	7.75306	MW1
113.7875	19.41222	MW1
103.15417	14.655	MW1
88.43333	6.92583	MW1
96.40833	11.195	MW1
105.07083	15.44167	MW1
95.45	10.65639	MW1
98.2125	12.02611	MW1
95.55417	10.62139	MW1
98.3625	12.05833	MW1
97.97083	11.86667	MW1
123.05833	-22.34833	MW1
87.00833	5.36722	MW1
84.79583	4.12139	MW1
97.825	11.08083	MW1
81.81667	2.34167	MW1
104.525	14.25667	MW1
95.89167	9.93861	MW1
105.15833	14.51806	MW1
103.89583	13.90944	MW1
81.15	1.8	MW1
100.35417	11.9425	MW1
97.72083	10.58861	MW1
96.72917	10.05389	MW1
97.775	10.42833	MW1
98.98333	11.00528	MW1
98.95833	10.99694	MW1
97.99583	10.46333	MW1
101.35833	12.1375	MW1
64.0625	-8.17167	MW1
99.07917	10.90722	MW1
99.09167	10.91361	MW1
99.0375	10.83917	MW1
99.125	10.81833	MW1
98.12917	10.3125	MW1
97.92083	10.14083	MW1
82.18333	1.63	MW1
98.14583	10.24667	MW1
97.82083	10.01944	MW1
101.6625	11.92444	MW1
97.70833	9.91667	MW1
98.175	10.15944	MW1
99.64167	10.88333	MW1
98.06667	10.015	MW1
82.04167	1.33306	MW1
80.76667	0.62444	MW1
97.6125	9.74111	MW1
80.68333	0.50167	MW1
102.3625	12.04278	MW1
87.06667	4.01167	MW1
81.54167	0.82	MW1
92.95417	7.02472	MW1
90.75833	5.71528	MW1
97.35	9.1775	MW1
110.8	15.63444	MW1
172.32083	28.97361	MW1
93.425	6.95278	MW1
164.51667	28.71083	MW1
94.7625	7.33028	MW1
99.12917	9.45278	MW1
104.90833	12.28333	MW1
100.24583	9.89583	MW1
100.1375	9.82167	MW1
100.275	9.75833	MW1
98.28333	8.82806	MW1
100.15833	9.79167	MW1
83.1125	0.53	MW1
100.2625	9.60278	MW1
93.43333	6.05167	MW1
109.27917	13.95833	MW1
100.275	9.57028	MW1
67.5	-8	MW1
100.29167	9.49167	MW1
100.3	9.48472	MW1
100.29583	9.46861	MW1
109.25	13.75833	MW1
77.33333	-2.89417	MW1
83.15417	0.18611	MW1
93.02917	5.45694	MW1
98.66667	8.36667	MW1
60.07917	-12.01639	MW1
94.19583	5.96806	MW1
100.08333	9.00889	MW1
100.9875	9.4325	MW1
73.80833	-5.16333	MW1
99.1125	8.33889	MW1
98.60417	8.06806	MW1
93.09583	5.17861	MW1
92.45	4.80722	MW1
83	0.29917	MW1
138.56667	23.94333	MW1
99.9625	8.65722	MW1
92.2875	4.59	MW1
97.2125	7.145	MW1
91.20417	3.84167	MW1
111.44583	13.76917	MW1
97.775	7.095	MW1
98.95	7.67278	MW1
97.425	6.83222	MW1
104.7	10.28806	MW1
97.86667	6.80333	MW1
111.78333	13.59167	MW1
88.5375	1.70361	MW1
81.94583	-1.98	MW1
81.125	-2.42917	MW1
86.9	0.64472	MW1
86.9375	0.64556	MW1
86.775	0.53667	MW1
85.70417	0.1	MW1
83.88333	-1.10222	MW1
95.69167	5.15	MW1
86.19167	0.05972	MW1
86.77083	0.36444	MW1
86.77917	0.29306	MW1
101.75833	8.09333	MW1
83.375	1.57889	MW1
96.96667	5.52778	MW1
99.66667	6.90833	MW1
86.69167	0.06944	MW1
86.57083	0.00278	MW1
93.85833	3.845	MW1
97.8	5.81667	MW1
97.92083	5.87722	MW1
86.5375	0.16583	MW1
86.525	0.23361	MW1
95.7375	4.62611	MW1
130.05833	19.93417	MW1
88.47083	0.40639	MW1
101.08333	6.97917	MW1
99.32083	6.05833	MW1
97.77917	5.24722	MW1
104.27917	8.56	MW1
102.39167	7.56889	MW1
99.25833	5.96667	MW1
82.85	-2.68028	MW1
86.38333	0.81722	MW1
99.32917	5.96528	MW1
97.725	4.95833	MW1
98.57083	5.39167	MW1
173.64167	27.81333	MW1
104.40417	8.28472	MW1
99.16667	5.60056	MW1
98.74167	5.36389	MW1
100	6	MW1
97.99583	4.94722	MW1
102.6	7.25	MW1
97.89167	4.8475	MW1
98.2625	5.02833	MW1
83.0375	-3.03806	MW1
98.9875	5.31333	MW1
98.1	4.84167	MW1
82.94583	-3.12694	MW1
112.52083	11.895	MW1
96.76667	4.06028	MW1
98.15833	4.77167	MW1
85.43333	-1.90444	MW1
98.10417	4.65	MW1
98.225	4.61667	MW1
107.44167	9.24444	MW1
98.31667	4.5825	MW1
84.6875	-2.6	MW1
83.77917	-3.06972	MW1
98.30833	4.525	MW1
97.95	4.32528	MW1
85.4125	-2.26111	MW1
99.1	4.83611	MW1
102.625	6.60389	MW1
98.55833	4.47639	MW1
99.2875	4.83972	MW1
98.52083	4.415	MW1
113.74167	11.90667	MW1
98.57917	4.33444	MW1
99.44583	4.76111	MW1
84.07083	-3.27083	MW1
98.63333	4.31667	MW1
103.51667	6.7275	MW1
98.65833	4.21222	MW1
88.59583	-1.07417	MW1
76.70417	-7.19111	MW1
98.42083	4.06556	MW1
98.02917	3.83472	MW1
98.37917	4.00194	MW1
93.075	1.13333	MW1
101.875	5.67306	MW1
95.38333	2.30833	MW1
97.55	3.39333	MW1
98.88333	3.98111	MW1
99.06667	4.01167	MW1
97.0875	2.95056	MW1
102.5625	5.73278	MW1
93.475	1.00111	MW1
101.34583	5.06306	MW1
98.7625	3.71694	MW1
100.64583	4.68083	MW1
102.84167	5.77028	MW1
100.82083	4.62194	MW1
104.53333	6.43194	MW1
83.2375	-4.56972	MW1
97.575	2.83333	MW1
106.5625	7.37444	MW1
83.74167	-4.41667	MW1
93.6375	0.64167	MW1
91.8	0.42778	MW1
107.57917	7.66222	MW1
83.77083	-4.73083	MW1
98.59167	2.92333	MW1
102.2875	4.74111	MW1
83.84583	-4.83722	MW1
99.275	3.08056	MW1
105.82917	6.38333	MW1
98.31667	2.50611	MW1
118.05	12.17306	MW1
98.27083	2.44222	MW1
83.825	-5.01028	MW1
84.50417	-4.72861	MW1
83.8625	-5.06556	MW1
83.85417	-5.1175	MW1
83.85417	-5.17111	MW1
83.97917	-5.13556	MW1
83.8375	-5.22056	MW1
83.825	-5.27028	MW1
83.175	-5.59556	MW1
83.87917	-5.26667	MW1
109.43333	7.79722	MW1
83.80833	-5.375	MW1
100.98333	3.45556	MW1
83.81667	-5.38972	MW1
83.81667	-5.38972	MW1
110.04167	7.95528	MW1
66.02917	-14.02833	MW1
83.81667	-5.94306	MW1
101.83333	3.26306	MW1
116.12917	10.28111	MW1
106.80417	-5.72333	MW1
99.65833	2.02028	MW1
107.625	6.07	MW1
85.4875	-5.28639	MW1
85.0375	-5.56361	MW1
107.7	6	MW1
103.05417	3.64167	MW1
122.275	12.8475	MW1
83.35833	-6.48611	MW1
109.30417	6.67833	MW1
84.02917	-6.28667	MW1
83.6875	-6.49833	MW1
83.875	-6.44778	MW1
84.09167	-6.3775	MW1
100.89583	2.17333	MW1
84.1	-6.41556	MW1
86.7375	-5.10611	MW1
84.09167	-6.44917	MW1
96.09167	0.35667	MW1
99.98333	1.54667	MW1
99.59167	1.29389	MW1
84.50833	-6.39389	MW1
109.59167	6.31333	MW1
99.96667	1.34778	MW1
101.59167	0.06028	MW1
103.03333	2.9125	MW1
96.81667	0.27667	MW1
99.96667	1.34472	MW1
84.10833	-6.74611	MW1
101.76667	0.00694	MW1
99.65417	1.12333	MW1
100.76667	1.67194	MW1
99.90833	1.14333	MW1
98.95	0.62139	MW1
94.45833	-1.69917	MW1
101.18333	1.75	MW1
84.475	-6.78333	MW1
101.78333	1.96194	MW1
106.99167	4.59	MW1
112.15	7.11528	MW1
99.67917	0.80167	MW1
104.4375	3.22917	MW1
99.61667	0.74472	MW1
84.47083	-6.95389	MW1
101.67083	1.775	MW1
100.97917	1.40083	MW1
105.225	3.5	MW1
84.67083	-6.97278	MW1
100.95	1.27333	MW1
84.69583	-7.02778	MW1
103.07917	2.19083	MW1
118.0125	9.55667	MW1
101.15	1.13028	MW1
101.71667	1.315	MW1
98.65417	0.26528	MW1
116.9875	8.87361	MW1
105.275	3.04306	MW1
84.92917	-7.3925	MW1
92.82917	-3.53583	MW1
102.71667	1.52444	MW1
101.23333	0.68778	MW1
101.34583	0.64861	MW1
101.43333	0.62667	MW1
120.0375	9.85	MW1
98.99583	0.66778	MW1
86.8125	-6.83917	MW1
110.90833	5.37083	MW1
100.99583	0.34361	MW1
101.13333	0.39694	MW1
101.07083	0.33083	MW1
101.30833	0.41667	MW1
101.20417	0.33833	MW1
101.24583	0.34639	MW1
101.31667	0.37222	MW1
85.075	-7.81167	MW1
101.0375	0.20306	MW1
101.52917	0.45472	MW1
101.42083	0.37444	MW1
101.15	0.22972	MW1
100.78333	0.02806	MW1
101.41667	0.33083	MW1
101.25833	0.22167	MW1
85.1	-7.92639	MW1
102.09167	0.62194	MW1
101.49167	0.30417	MW1
101.32083	0.2125	MW1
101.80417	0.435	MW1
101.34583	0.15528	MW1
101.5	0.22833	MW1
101.61667	0.29167	MW1
85.35417	-7.92	MW1
102.50833	0.70944	MW1
102.375	0.64611	MW1
101.2375	0.05139	MW1
99.44583	0.87194	MW1
101.325	0.05833	MW1
103.68333	1.26417	MW1
100.68333	0.30833	MW1
101.62917	0.16806	MW1
85.2	-8.1	MW1
101.56667	0.10639	MW1
101.425	0.01889	MW1
101.59167	0.07944	MW1
102.25	0.42389	MW1
102.0125	0.29889	MW1
102.20833	0.37889	MW1
73.64167	-13.47722	MW1
101.77917	0.10194	MW1
85.7375	-8.025	MW1
101.625	0.05972	MW1
102.84583	0.56139	MW1
101.87917	0.03583	MW1
112.60417	5.48861	MW1
101.76667	0.01889	MW1
85.62083	-8.1425	MW1
102.02083	0.01611	MW1
102.94167	0.4725	MW1
107.48333	2.73361	MW1
85.70417	-8.27583	MW1
101.17917	0.51833	MW1
102.02917	0.10333	MW1
108.37917	3.14917	MW1
100.48333	0.89667	MW1
90.3125	-6.07111	MW1
99.53333	-1.47889	MW1
101.42917	0.61889	MW1
100.95417	0.88333	MW1
85.375	-8.67056	MW1
100.98333	0.88611	MW1
104.56667	0.865	MW1
85.20417	-8.85583	MW1
104.025	0.565	MW1
103.69167	0.39389	MW1
85.70417	-8.64306	MW1
99.6625	-1.74722	MW1
104.87917	0.91667	MW1
110.18333	3.58167	MW1
103.65833	0.24806	MW1
100.95417	-1.14111	MW1
85.325	-8.97611	MW1
110.19167	3.51667	MW1
110.05	3.40833	MW1
100.04167	-1.72028	MW1
110.50417	3.58	MW1
102.2875	0.62333	MW1
103.95	0.22694	MW1
119.65417	8.05556	MW1
103.29583	0.19417	MW1
91.78333	-6.06472	MW1
103.51667	0.17	MW1
119.725	7.9316700000000004	MW1
106.03333	1.04972	MW1
85.25417	-9.35139	MW1
108.16667	2.12	MW1
91.95417	-6.22556	MW1
91.9375	-6.37944	MW1
91.9375	-6.37944	MW1
87.0875	-8.79222	MW1
107.90417	1.60194	MW1
108.74583	2.01111	MW1
103.82083	0.52389	MW1
92.375	-6.32917	MW1
92.7125	-6.19833	MW1
99.45417	-2.8169400000000002	MW1
92.49167	-6.33944	MW1
92.75417	-6.23889	MW1
92.95	-6.15556	MW1
95.925	-4.68944	MW1
87.61667	-8.86	MW1
85.70417	-9.78944	MW1
103.42917	-1.03611	MW1
93.2	-6.23222	MW1
105.09583	0.2375	MW1
85.7	-9.92944	MW1
92.97917	-6.47861	MW1
85.65833	-10.01417	MW1
92.10833	-6.96139	MW1
131.51667	12.48417	MW1
131.79583	12.60278	MW1
97.74583	-4.19861	MW1
98.6125	-3.82694	MW1
106.03333	0.10694	MW1
101.95833	-2.215	MW1
93.72083	-6.37861	MW1
96.99167	-4.76167	MW1
102.85417	-1.80722	MW1
115.925	4.83667	MW1
107.89583	0.7475	MW1
93.84167	-6.43	MW1
110.2375	1.80889	MW1
103.575	-1.65	MW1
113.54167	3.36667	MW1
131.975	12.20722	MW1
118.40417	5.69833	MW1
85.98333	-10.65417	MW1
132.625	12.295	MW1
110.55	1.55	MW1
102.49167	-2.66111	MW1
133	12.37833	MW1
87.52083	-10.07611	MW1
104.6	-1.64333	MW1
105.62083	-1.13889	MW1
95.52083	-6.31639	MW1
107.1375	0.45333	MW1
98.14583	-5.06306	MW1
101.92083	-3.16528	MW1
132.52917	11.945	MW1
92.4875	-7.9825	MW1
107.2375	0.73139	MW1
90.57083	-9.10806	MW1
90.56667	-9.11306	MW1
123.89583	7.64222	MW1
132.85417	11.83056	MW1
95.1125	-7.0175	MW1
98.625	-5.26306	MW1
100.0375	-4.56333	MW1
104.3125	-2.40333	MW1
88.50417	-10.24139	MW1
103.925	-2.66722	MW1
133.25417	11.86167	MW1
88.375	-10.41056	MW1
88.425	-10.39778	MW1
102.41667	-3.54778	MW1
103.71667	-2.9075	MW1
95.20833	-7.28167	MW1
104.14583	-2.78639	MW1
103.925	-2.92222	MW1
104.18333	-2.83861	MW1
132.525	11.30583	MW1
90.1125	-9.86889	MW1
104.09167	-2.94	MW1
104.10417	-2.96222	MW1
90.15	-9.88	MW1
103.90833	-3.07944	MW1
132.8625	11.395	MW1
104.45	0.84056	MW1
104.375	-2.87	MW1
107.01667	-1.52806	MW1
92.20833	-8.94889	MW1
90.24167	-9.90333	MW1
90.24167	-9.90333	MW1
90.63333	-9.71222	MW1
88.55417	-10.71028	MW1
104.2625	-2.985	MW1
103.91667	-3.16278	MW1
90.69167	-9.72139	MW1
104.15833	-3.06944	MW1
107.2875	-1.51194	MW1
90.27083	-10.00528	MW1
103.725	-3.36083	MW1
90.875	-9.73056	MW1
104.17917	-3.17917	MW1
108.97083	0.715	MW1
104.60833	-3.01444	MW1
104.53333	-3.04722	MW1
104.92917	-2.88889	MW1
100.47083	-5.22167	MW1
104.4375	-3.20778	MW1
109.8125	0.46111	MW1
97.18333	-7.02	MW1
104.78333	-3.18056	MW1
105.1125	-3.01	MW1
104.15	-3.53194	MW1
105.05	-3.0925	MW1
112.05417	0.51917	MW1
92.06667	-9.59611	MW1
105.3625	-3.11139	MW1
90.1625	-10.64778	MW1
104.91667	-3.395	MW1
105.41667	-3.17694	MW1
104.375	-3.70083	MW1
104.70417	-3.53194	MW1
100.31667	-5.82361	MW1
130.675	9.56667	MW1
104.60833	-3.70528	MW1
94.12917	-8.94472	MW1
104.68333	-3.68528	MW1
105.55	-3.24917	MW1
110.2	0.84361	MW1
104.94167	-3.60917	MW1
105.0625	-3.54444	MW1
104.6	-3.805	MW1
105.15	-3.51833	MW1
103.47083	-4.39	MW1
110.07917	-1.00139	MW1
104.7625	-3.76778	MW1
93.52083	-9.37139	MW1
104.74167	-3.81861	MW1
105.24167	-3.58722	MW1
103.52917	-4.52278	MW1
104.80833	-3.86139	MW1
104.53333	-4.0125	MW1
110.45417	0.97917	MW1
104.80417	-3.91444	MW1
105.14583	-3.75639	MW1
103.65	-4.53444	MW1
144.3375	15.34528	MW1
104.81667	-3.99417	MW1
87.90417	-12.23333	MW1
104.98333	-3.93417	MW1
105.15833	-3.86139	MW1
105.19167	-3.85417	MW1
105.22083	-3.85222	MW1
105.2375	-3.85944	MW1
111.32083	0.76167	MW1
104.92917	-4.06667	MW1
104.88333	-4.09278	MW1
104.87083	-4.24028	MW1
104.85	-4.265	MW1
106.04167	-3.69056	MW1
102.6125	-5.43556	MW1
108.16667	-2.60333	MW1
104.54167	-4.50167	MW1
99.1	-7.29556	MW1
104.44583	-4.60556	MW1
106.02083	-3.8475	MW1
105.44167	-4.25694	MW1
104.70417	-4.70333	MW1
104.90417	-4.67306	MW1
120.9	3.60139	MW1
105.09583	-4.61	MW1
104.9125	-4.70056	MW1
104.89583	-4.76694	MW1
66.1875	-21.18694	MW1
103.21667	-5.65833	MW1
104.7375	-4.89889	MW1
104.67083	-4.93694	MW1
104.99167	-4.78167	MW1
104.72917	-4.91472	MW1
92.10833	-11.14917	MW1
104.92083	-4.86222	MW1
87.2125	-13.49167	MW1
90.65417	-12.03	MW1
111.95417	-1.495	MW1
92.10833	-11.51111	MW1
118.27917	1.70972	MW1
101.525	-7.11889	MW1
105.1	-5.37833	MW1
107.1625	-4.31861	MW1
105.87083	-5.00833	MW1
101.42917	-7.29139	MW1
96.65833	-9.63472	MW1
108.47083	-3.72333	MW1
101.45417	-7.3125	MW1
104.30833	-5.92	MW1
92.07917	-11.95472	MW1
106.1125	-5.13	MW1
115.76667	0.09333	MW1
104.25	-6.21	MW1
105.0875	-5.82667	MW1
102.7875	-7.00833	MW1
96.175	-10.26806	MW1
97.22083	-9.86889	MW1
97.70833	-9.65278	MW1
110.37083	-3.23667	MW1
102.975	-7.08194	MW1
111.12917	-2.88389	MW1
97	-10.06194	MW1
96.825	-10.15833	MW1
116.75833	0.01833	MW1
109.4625	-3.83333	MW1
111.3	-2.91722	MW1
96.30833	-10.55889	MW1
104.3125	-6.62	MW1
85.68333	-15.54167	MW1
103.64167	-7.18028	MW1
105.10833	-6.43389	MW1
100.12917	-8.99417	MW1
115.62917	-1.03667	MW1
106.03333	-6.125	MW1
89.45833	-14.09583	MW1
104.01667	-7.17694	MW1
120.075	1.2375	MW1
106.94583	-5.71111	MW1
112	-3.135	MW1
106.025	-6.40056	MW1
107.1125	-5.87778	MW1
104.79167	-7.10861	MW1
105.8875	-6.675	MW1
103.6375	-7.85944	MW1
107.82917	-5.73028	MW1
107.3875	-5.965	MW1
106.15417	-6.61056	MW1
86.41667	-15.91667	MW1
99.30417	-10.08167	MW1
87.47917	-15.48167	MW1
115.03333	-7.10083	MW1
105.75833	-6.97389	MW1
103.85	-8.00028	MW1
141.17917	11.28333	MW1
108.59167	-5.67056	MW1
101.2125	-9.43	MW1
104.72083	-7.75	MW1
104.925	-7.77472	MW1
104.3	-8.18333	MW1
95.48333	-12.48944	MW1
104.2875	-8.24	MW1
95.14167	-12.77111	MW1
104.3125	-8.33	MW1
110.64583	-5.11111	MW1
107.6875	-6.79	MW1
107.3125	-7.07056	MW1
104.66667	-8.445	MW1
107.28333	-7.12333	MW1
106.75833	-7.40278	MW1
186.275	26.10639	MW1
31.39583	-28.31167	MW1
104.5125	-8.74944	MW1
107.8	-7.10917	MW1
123.41667	1.13333	MW1
123.45	1.11333	MW1
84.82083	-17.84722	MW1
105.68333	-8.35361	MW1
105.14583	-8.85944	MW1
104.67917	-9.18056	MW1
104.82917	-9.09722	MW1
105.1625	-8.95639	MW1
105.2125	-8.94194	MW1
111.79583	-5.55	MW1
102.24583	-10.51944	MW1
101.5625	-10.95056	MW1
103.28333	-10.12167	MW1
105.14583	-9.19778	MW1
103.2875	-10.14722	MW1
101.61667	-10.98389	MW1
108.59167	-7.50778	MW1
108.2	-7.70944	MW1
105.27917	-9.24194	MW1
108.82917	-7.435	MW1
106.78333	-8.50444	MW1
108.9	-7.45	MW1
107.11667	-8.5	MW1
104.39583	-9.87806	MW1
107.18333	-8.50556	MW1
105.72083	-9.27917	MW1
106.29583	-9.06	MW1
124.09167	0.45278	MW1
106.37083	-9.03167	MW1
105.85833	-9.33222	MW1
107.61667	-8.44556	MW1
106.8625	-8.8675	MW1
107.82083	-8.42389	MW1
106.50833	-9.12278	MW1
104.2875	-10.28194	MW1
107.07917	-8.86611	MW1
107.7	-8.59333	MW1
101.36667	-11.79444	MW1
107.41667	-8.93306	MW1
103.88333	-10.74972	MW1
106.5125	-9.475	MW1
110.225	-7.55778	MW1
108.05	-8.74833	MW1
105.125	-10.29361	MW1
105.05417	-10.32056	MW1
105.61667	-10.0525	MW1
104.39167	-10.7	MW1
104.88333	-10.45	MW1
104.73333	-10.57944	MW1
103.90833	-11.01917	MW1
107.44167	-9.24722	MW1
107.1875	-9.42722	MW1
114.57083	-5.69167	MW1
107.69583	-9.33639	MW1
106.85417	-9.7825	MW1
100.50417	-12.97417	MW1
104.34167	-11.11778	MW1
106.12917	-10.22361	MW1
116.69583	-4.66806	MW1
106.0625	-10.2825	MW1
106.69583	-10.04306	MW1
106.075	-10.37556	MW1
108.75	-9.08167	MW1
116.15	-5.14333	MW1
105.83333	-10.58889	MW1
106.10417	-10.45472	MW1
106.2	-10.56194	MW1
99.1	-14.15417	MW1
106.6875	-10.46167	MW1
106.42917	-10.63278	MW1
99.12917	-14.19194	MW1
106.31667	-10.66944	MW1
105.43333	-11.22222	MW1
105.34167	-11.26722	MW1
108.925	-9.43139	MW1
106.69583	-10.59583	MW1
106.21667	-10.8475	MW1
107.03333	-10.45972	MW1
106.27083	-10.86083	MW1
106.025	-11.01667	MW1
105.45833	-11.30083	MW1
109.1375	-9.42361	MW1
109.11667	-9.42222	MW1
109.15833	-9.42639	MW1
107.08333	-10.50778	MW1
108.34167	-9.90139	MW1
107.11667	-10.525	MW1
106.73333	-10.72917	MW1
105.2875	-11.46667	MW1
107.12083	-10.54528	MW1
107.2375	-10.49833	MW1
107.03333	-10.60694	MW1
107.34583	-10.47139	MW1
56.2625	-27.82167	MW1
106.18333	-11.12056	MW1
106.3	-11.07667	MW1
105.675	-11.45083	MW1
110.50833	-8.97944	MW1
107.525	-10.52889	MW1
106.12917	-11.25556	MW1
105.74583	-11.45694	MW1
106.03333	-11.31611	MW1
104.8	-11.98028	MW1
107.60417	-10.55639	MW1
106.0125	-11.39444	MW1
104.8875	-11.97639	MW1
106.0625	-11.39944	MW1
107.3375	-10.84167	MW1
98.84583	-15.00861	MW1
105.97917	-11.575	MW1
105.97917	-11.58333	MW1
108.63333	-10.28056	MW1
108.4	-10.47194	MW1
106.7625	-11.33778	MW1
103.12083	-13.23528	MW1
108.275	-10.66167	MW1
106.45833	-11.625	MW1
105.58333	-12.07333	MW1
105.34167	-12.25667	MW1
111.95	-8.88833	MW1
106.67917	-11.72222	MW1
106.12083	-12.01111	MW1
104.02083	-13.25278	MW1
108.10417	-11.25944	MW1
103.5125	-13.5675	MW1
104.79167	-12.9925	MW1
120.12083	-4.88	MW1
107.01667	-11.91861	MW1
104.46667	-13.22361	MW1
103.625	-13.6575	MW1
106.325	-12.32889	MW1
110.275	-10.36778	MW1
107.1125	-12.01833	MW1
102.68333	-14.44417	MW1
107.1	-12.28333	MW1
106.59167	-12.56917	MW1
107.01667	-12.46361	MW1
111.90833	-9.95167	MW1
93.89583	-18.6625	MW1
104.875	-13.7	MW1
79.17917	-24.03806	MW1
109.72083	-11.27083	MW1
107.56667	-12.38333	MW1
106.85833	-12.79833	MW1
115.95833	-8.015	MW1
72.51667	-25.95833	MW1
105.44583	-13.55	MW1
